Driver,Team,LapTimeSeconds,Sector1Seconds,Sector2Seconds,Sector3Seconds,Compound,TyreLife,IsAccurate,Deleted,TrackStatus
HAM,Ferrari,78.729,27.673,28.449,22.607,SOFT,6,True,False,1
LEC,Ferrari,78.877,27.689,28.492,22.696,SOFT,5,True,False,1
HAM,Ferrari,78.914,27.595,28.59,22.729,SOFT,4,True,False,1
NOR,McLaren,79.228,27.782,28.54,22.906,SOFT,2,True,False,1
VER,Red Bull Racing,79.421,27.827,28.636,22.958,SOFT,2,True,False,1
HAM,Ferrari,79.585,27.931,28.877,22.777,MEDIUM,6,True,False,1
HAM,Ferrari,79.648,27.952,28.947,22.749,MEDIUM,2,True,False,1
HAM,Ferrari,79.652,27.972,28.868,22.812,MEDIUM,8,True,False,1
RUS,Mercedes,79.662,27.855,28.699,23.108,SOFT,2,True,False,1
LEC,Ferrari,79.72,27.998,28.889,22.833,MEDIUM,5,True,False,1
LEC,Ferrari,79.726,27.97,28.814,22.942,MEDIUM,8,True,False,1
HAD,Red Bull Racing,79.8,27.981,28.794,23.025,SOFT,2,True,False,1
LAW,Racing Bulls,80.041,28.116,28.838,23.087,SOFT,5,True,False,1
PIA,McLaren,80.101,27.819,28.798,23.484,SOFT,5,True,False,1
LEC,Ferrari,80.103,28.03,29.134,22.939,MEDIUM,2,True,False,1
HUL,Audi,80.125,28.06,28.903,23.162,SOFT,6,True,False,1
HUL,Audi,80.141,27.926,29.029,23.186,SOFT,2,True,False,1
VER,Red Bull Racing,80.173,28.029,29.152,22.992,MEDIUM,4,True,False,1
LIN,Racing Bulls,80.253,28.033,28.845,23.375,SOFT,5,True,False,1
LAW,Racing Bulls,80.37,28.171,28.999,23.2,SOFT,2,True,False,1
VER,Red Bull Racing,80.409,28.235,29.016,23.158,MEDIUM,2,True,False,1
RUS,Mercedes,80.412,28.159,29.162,23.091,MEDIUM,7,True,False,1
RUS,Mercedes,80.472,28.076,29.278,23.118,MEDIUM,5,True,False,1
BOR,Audi,80.474,28.225,29.191,23.058,SOFT,6,True,False,1
OCO,Haas F1 Team,80.557,28.256,29.101,23.2,SOFT,2,True,False,1
ANT,Mercedes,80.693,28.061,29.327,23.305,MEDIUM,10,True,False,1
PIA,McLaren,80.798,28.11,29.28,23.408,MEDIUM,9,True,False,1
GAS,Alpine,80.816,28.07,29.429,23.317,SOFT,5,True,False,1
NOR,McLaren,80.897,28.261,28.981,23.655,MEDIUM,2,True,False,1
BEA,Haas F1 Team,80.95,28.271,29.314,23.365,SOFT,4,True,False,1
ALB,Williams,80.973,28.137,29.38,23.456,SOFT,2,True,False,1
ANT,Mercedes,81.027,28.185,29.619,23.223,MEDIUM,7,True,False,1
HUL,Audi,81.067,28.251,29.228,23.588,HARD,8,True,False,1
PIA,McLaren,81.127,28.196,29.489,23.442,MEDIUM,6,True,False,1
HUL,Audi,81.173,28.349,29.448,23.376,HARD,5,True,False,1
LAW,Racing Bulls,81.182,28.332,29.464,23.386,HARD,8,True,False,1
RUS,Mercedes,81.352,28.204,29.255,23.893,MEDIUM,2,True,False,1
