Driver,Team,LapTimeSeconds,Sector1Seconds,Sector2Seconds,Sector3Seconds,Compound,TyreLife,IsAccurate,Deleted,TrackStatus
ANT,Mercedes,67.014,16.627,30.041,20.346,SOFT,5,True,False,1
ANT,Mercedes,67.209,16.71,30.192,20.307,SOFT,2,True,False,1
PIA,McLaren,67.251,16.831,30.039,20.381,SOFT,2,True,False,1
NOR,McLaren,67.339,16.824,29.995,20.52,SOFT,2,True,False,1
NOR,McLaren,67.515,16.724,30.14,20.651,SOFT,5,True,False,1
VER,Red Bull Racing,67.564,16.778,30.183,20.603,SOFT,2,True,False,1
HAM,Ferrari,67.611,16.764,30.26,20.587,SOFT,2,True,False,1
RUS,Mercedes,67.637,16.791,30.303,20.543,SOFT,6,True,False,1
ANT,Mercedes,67.657,16.737,30.317,20.603,MEDIUM,12,True,False,1
RUS,Mercedes,67.739,16.746,30.349,20.644,SOFT,2,True,False,1
HAD,Red Bull Racing,67.758,16.865,30.27,20.623,SOFT,5,True,False,1
LEC,Ferrari,67.855,16.834,30.34,20.681,SOFT,2,True,False,1
NOR,McLaren,68.0,16.879,30.309,20.812,MEDIUM,2,True,False,1
LEC,Ferrari,68.052,16.907,30.371,20.774,SOFT,5,True,False,1
ANT,Mercedes,68.198,16.884,30.556,20.758,MEDIUM,9,True,False,1
PIA,McLaren,68.214,16.963,30.474,20.777,MEDIUM,9,True,False,1
RUS,Mercedes,68.221,16.932,30.678,20.611,MEDIUM,6,True,False,1
LAW,Racing Bulls,68.235,16.851,30.495,20.889,SOFT,5,True,False,1
PIA,McLaren,68.249,16.948,30.485,20.816,MEDIUM,2,True,False,1
BOR,Audi,68.3,16.921,30.559,20.82,SOFT,2,True,False,1
LEC,Ferrari,68.339,16.961,30.536,20.842,MEDIUM,14,True,False,1
ANT,Mercedes,68.342,16.93,30.554,20.858,MEDIUM,2,True,False,1
GAS,Alpine,68.376,16.935,30.588,20.853,SOFT,2,True,False,1
LIN,Racing Bulls,68.378,17.005,30.569,20.804,SOFT,5,True,False,1
RUS,Mercedes,68.416,17.018,30.699,20.699,MEDIUM,3,True,False,1
LIN,Racing Bulls,68.417,16.989,30.543,20.885,SOFT,2,True,False,1
LAW,Racing Bulls,68.508,17.021,30.634,20.853,SOFT,2,True,False,1
VER,Red Bull Racing,68.511,16.994,30.765,20.752,MEDIUM,11,True,False,1
BEA,Haas F1 Team,68.532,16.944,30.678,20.91,SOFT,5,True,False,1
HUL,Audi,68.559,16.961,30.671,20.927,SOFT,2,True,False,1
VER,Red Bull Racing,68.658,17.047,30.741,20.87,MEDIUM,7,True,False,1
HAM,Ferrari,68.675,17.109,30.642,20.924,MEDIUM,10,True,False,1
BEA,Haas F1 Team,68.686,16.97,30.674,21.042,SOFT,2,True,False,1
HAD,Red Bull Racing,68.772,17.004,30.885,20.883,MEDIUM,11,True,False,1
HAM,Ferrari,68.801,16.962,30.773,21.066,MEDIUM,12,True,False,12
OCO,Haas F1 Team,68.83,17.003,30.649,21.178,SOFT,2,True,False,1
COL,Alpine,68.831,17.057,30.806,20.968,SOFT,5,True,False,1
ALB,Williams,68.838,17.004,30.652,21.182,SOFT,2,True,False,1
COL,Alpine,68.862,17.096,30.751,21.015,SOFT,2,True,False,1
OCO,Haas F1 Team,68.876,17.078,30.766,21.032,SOFT,5,True,False,1
HAM,Ferrari,68.95,17.056,30.809,21.085,MEDIUM,3,True,False,1
LIN,Racing Bulls,68.974,17.026,30.958,20.99,MEDIUM,5,True,False,1
LAW,Racing Bulls,69.012,17.008,30.997,21.007,MEDIUM,11,True,False,1
HUL,Audi,69.065,16.932,31.065,21.068,SOFT,5,True,False,1
LEC,Ferrari,69.07,17.077,30.81,21.183,MEDIUM,12,True,False,1
SAI,Williams,69.131,17.075,30.827,21.229,SOFT,6,True,False,1
HAD,Red Bull Racing,69.135,17.124,30.782,21.229,MEDIUM,2,True,False,1
ALB,Williams,69.244,17.1,30.842,21.302,SOFT,5,True,False,1
VER,Red Bull Racing,69.272,16.996,31.09,21.186,MEDIUM,2,True,False,1
LEC,Ferrari,69.32,17.116,30.995,21.209,MEDIUM,9,True,False,1
LAW,Racing Bulls,69.338,17.226,30.997,21.115,MEDIUM,8,True,False,1
SAI,Williams,69.478,17.018,31.027,21.433,SOFT,3,True,False,1
PIA,McLaren,69.482,17.057,30.088,22.337,SOFT,5,True,False,1
BEA,Haas F1 Team,69.499,17.112,30.977,21.41,HARD,8,True,False,1
LAW,Racing Bulls,69.505,17.08,31.045,21.38,MEDIUM,5,True,False,1
GAS,Alpine,69.569,17.052,31.308,21.209,MEDIUM,10,True,False,1
HUL,Audi,69.586,17.058,31.255,21.273,HARD,9,True,False,1
BOR,Audi,69.64,17.067,31.204,21.369,HARD,10,True,False,1
LIN,Racing Bulls,69.665,17.204,31.307,21.154,MEDIUM,2,True,False,1
BOR,Audi,69.721,17.146,31.244,21.331,HARD,12,True,False,1
ALB,Williams,69.737,17.158,31.134,21.445,MEDIUM,7,True,False,1
BOR,Audi,69.805,17.088,31.378,21.339,HARD,14,True,False,1
GAS,Alpine,70.015,17.276,31.537,21.202,MEDIUM,5,True,False,1
ALB,Williams,70.019,17.263,31.237,21.519,MEDIUM,10,True,False,1
BEA,Haas F1 Team,70.095,17.182,31.247,21.666,HARD,2,True,False,1
BOR,Audi,70.198,17.142,31.367,21.689,HARD,4,True,False,1
LEC,Ferrari,70.259,17.259,31.345,21.655,MEDIUM,2,True,False,1
COL,Alpine,70.262,17.335,31.35,21.577,HARD,5,True,False,1
OCO,Haas F1 Team,70.538,17.326,31.53,21.682,HARD,9,True,False,1
ALO,Aston Martin,70.544,17.569,31.45,21.525,SOFT,2,True,False,1
VER,Red Bull Racing,70.668,17.034,31.921,21.713,MEDIUM,14,True,False,1
STR,Aston Martin,70.698,17.498,31.42,21.78,SOFT,2,True,False,1
GAS,Alpine,70.746,17.254,31.945,21.547,MEDIUM,2,True,False,1
PIA,McLaren,70.845,17.364,31.725,21.756,MEDIUM,13,True,False,1
NOR,McLaren,70.849,17.508,31.671,21.67,MEDIUM,13,True,False,1
LAW,Racing Bulls,70.851,17.259,31.412,22.18,MEDIUM,2,True,False,1
NOR,McLaren,70.862,17.391,31.711,21.76,MEDIUM,14,True,False,1
STR,Aston Martin,70.886,17.507,31.49,21.889,SOFT,5,True,False,1
COL,Alpine,70.898,17.411,31.749,21.738,HARD,2,True,False,1
BOR,Audi,70.927,17.329,31.609,21.989,HARD,2,True,False,1
NOR,McLaren,70.936,17.407,31.613,21.916,MEDIUM,15,True,False,1
SAI,Williams,70.977,17.425,31.538,22.014,MEDIUM,4,True,False,1
