Position,Driver,Team,BestLap,LapTimeSeconds,Compound,TyreLife,TrackStatus,Sector1Time,Sector2Time,Sector3Time
1,NOR,McLaren,1:15.426,75.426,SOFT,2.0,1,22.045,30.475,22.906
2,RUS,Mercedes,1:15.435,75.435,SOFT,2.0,1,21.917,30.574,22.944
3,PIA,McLaren,1:15.483,75.483,SOFT,2.0,1,22.055,30.532,22.896
4,LEC,Ferrari,1:15.799,75.799,SOFT,2.0,1,22.247,30.459,23.093
5,ANT,Mercedes,1:16.015,76.015,SOFT,2.0,1,22.086,30.806,23.123
6,VER,Red Bull Racing,1:16.321,76.321,SOFT,2.0,1,22.256,30.79,23.275
7,LIN,Racing Bulls,1:16.411,76.411,SOFT,2.0,1,22.2,30.866,23.345
8,BOR,Audi,1:16.611,76.611,SOFT,2.0,1,22.399,31.028,23.184
9,HAM,Ferrari,1:16.631,76.631,SOFT,2.0,1,22.293,31.049,23.289
10,HAD,Red Bull Racing,1:16.674,76.674,SOFT,2.0,1,22.36,30.886,23.428
11,HUL,Audi,1:16.934,76.934,SOFT,2.0,1,22.418,31.111,23.405
12,BEA,Haas F1 Team,1:16.945,76.945,SOFT,2.0,1,22.335,31.127,23.483
13,LAW,Racing Bulls,1:16.967,76.967,MEDIUM,2.0,1,22.537,30.935,23.495
14,SAI,Williams,1:17.020,77.02,SOFT,2.0,1,22.332,31.252,23.436
15,COL,Alpine,1:17.051,77.051,SOFT,2.0,1,22.306,31.191,23.554
16,GAS,Alpine,1:17.260,77.26,SOFT,4.0,1,22.631,31.143,23.486
17,OCO,Haas F1 Team,1:17.538,77.538,SOFT,2.0,1,22.402,31.157,23.979
18,BOT,Cadillac,1:18.225,78.225,SOFT,2.0,1,23.077,31.461,23.687
19,ALB,Williams,1:18.790,78.79,SOFT,2.0,1,23.205,31.89,23.695
20,PER,Cadillac,1:19.261,79.261,SOFT,2.0,1,23.125,31.594,24.542
21,ALO,Aston Martin,1:19.286,79.286,SOFT,2.0,1,23.084,32.079,24.123
22,STR,Aston Martin,1:19.459,79.459,SOFT,2.0,1,23.359,31.895,24.205
