Driver,Team,LapTimeSeconds,Sector1Seconds,Sector2Seconds,Sector3Seconds,Compound,TyreLife,IsAccurate,Deleted,TrackStatus
RUS,Mercedes,67.096,16.758,30.114,20.224,SOFT,6,True,False,1
ANT,Mercedes,67.134,16.682,30.054,20.398,SOFT,5,True,False,1
ANT,Mercedes,67.193,16.804,30.068,20.321,SOFT,2,True,False,1
HAM,Ferrari,67.211,16.577,30.138,20.496,SOFT,2,True,False,1
RUS,Mercedes,67.326,16.785,30.184,20.357,SOFT,2,True,False,1
PIA,McLaren,67.344,16.794,30.03,20.52,SOFT,5,True,False,1
NOR,McLaren,67.36,16.772,30.004,20.584,SOFT,2,True,False,1
VER,Red Bull Racing,67.369,16.697,30.188,20.484,SOFT,2,True,False,1
LEC,Ferrari,67.452,16.754,30.151,20.547,SOFT,9,True,False,1
ANT,Mercedes,67.533,16.798,30.225,20.51,SOFT,2,True,False,1
RUS,Mercedes,67.55,16.847,30.333,20.37,SOFT,8,True,False,1
PIA,McLaren,67.553,16.933,30.22,20.4,SOFT,2,True,False,1
LEC,Ferrari,67.558,16.861,30.154,20.543,SOFT,9,True,False,1
HAM,Ferrari,67.575,16.718,30.261,20.596,SOFT,6,True,False,1
ANT,Mercedes,67.606,16.907,30.083,20.616,SOFT,5,True,False,1
VER,Red Bull Racing,67.607,16.81,30.22,20.577,SOFT,8,True,False,1
LEC,Ferrari,67.623,16.77,30.293,20.56,SOFT,6,True,False,1
NOR,McLaren,67.626,16.871,30.164,20.591,SOFT,5,True,False,1
PIA,McLaren,67.671,16.808,30.28,20.583,SOFT,5,True,False,1
NOR,McLaren,67.676,16.914,30.178,20.584,SOFT,9,True,False,1
NOR,McLaren,67.681,16.917,30.158,20.606,SOFT,6,True,False,1
LEC,Ferrari,67.688,16.847,30.29,20.551,SOFT,6,True,False,1
RUS,Mercedes,67.706,16.825,30.478,20.403,SOFT,5,True,False,1
VER,Red Bull Racing,67.746,16.891,30.135,20.72,SOFT,5,True,False,1
HAM,Ferrari,67.79,16.749,30.592,20.449,SOFT,6,True,False,1
VER,Red Bull Racing,67.804,16.802,30.337,20.665,SOFT,2,True,False,1
NOR,McLaren,67.832,16.902,30.28,20.65,SOFT,2,True,False,1
PIA,McLaren,67.881,16.864,30.41,20.607,SOFT,2,True,False,1
HAD,Red Bull Racing,67.912,16.894,30.371,20.647,SOFT,9,True,False,1
HAM,Ferrari,67.94,16.805,30.428,20.707,SOFT,9,True,False,1
LAW,Racing Bulls,68.031,16.876,30.461,20.694,SOFT,2,True,False,1
LAW,Racing Bulls,68.038,16.907,30.477,20.654,SOFT,5,True,False,1
LAW,Racing Bulls,68.04,16.924,30.396,20.72,SOFT,5,True,False,1
HAD,Red Bull Racing,68.046,16.914,30.418,20.714,SOFT,5,True,False,1
LIN,Racing Bulls,68.109,16.848,30.657,20.604,SOFT,2,True,False,1
HAM,Ferrari,68.152,16.744,30.494,20.914,SOFT,9,True,False,1
HAM,Ferrari,68.177,16.937,30.609,20.631,SOFT,2,True,False,1
GAS,Alpine,68.193,16.795,30.525,20.873,SOFT,2,True,False,1
LIN,Racing Bulls,68.207,16.902,30.554,20.751,SOFT,5,True,False,1
GAS,Alpine,68.235,16.971,30.461,20.803,SOFT,5,True,False,1
HUL,Audi,68.303,17.008,30.491,20.804,SOFT,5,True,False,1
BOR,Audi,68.311,16.934,30.574,20.803,SOFT,2,True,False,1
RUS,Mercedes,68.332,16.953,30.657,20.722,SOFT,2,True,False,1
GAS,Alpine,68.373,16.974,30.569,20.83,SOFT,2,True,False,1
COL,Alpine,68.394,16.972,30.483,20.939,SOFT,5,True,False,1
