Position,Driver,Team,BestLap,LapTimeSeconds,Compound,TyreLife,TrackStatus,Sector1Time,Sector2Time,Sector3Time
1,ANT,Mercedes,1:07.014,67.014,SOFT,5.0,1,16.627,30.041,20.346
2,PIA,McLaren,1:07.251,67.251,SOFT,2.0,1,16.831,30.039,20.381
3,NOR,McLaren,1:07.339,67.339,SOFT,2.0,1,16.824,29.995,20.52
4,VER,Red Bull Racing,1:07.564,67.564,SOFT,2.0,1,16.778,30.183,20.603
5,HAM,Ferrari,1:07.611,67.611,SOFT,2.0,1,16.764,30.26,20.587
6,RUS,Mercedes,1:07.637,67.637,SOFT,6.0,1,16.791,30.303,20.543
7,HAD,Red Bull Racing,1:07.758,67.758,SOFT,5.0,1,16.865,30.27,20.623
8,LEC,Ferrari,1:07.855,67.855,SOFT,2.0,1,16.834,30.34,20.681
9,LAW,Racing Bulls,1:08.235,68.235,SOFT,5.0,1,16.851,30.495,20.889
10,BOR,Audi,1:08.300,68.3,SOFT,2.0,1,16.921,30.559,20.82
11,GAS,Alpine,1:08.376,68.376,SOFT,2.0,1,16.935,30.588,20.853
12,LIN,Racing Bulls,1:08.378,68.378,SOFT,5.0,1,17.005,30.569,20.804
13,BEA,Haas F1 Team,1:08.532,68.532,SOFT,5.0,1,16.944,30.678,20.91
14,HUL,Audi,1:08.559,68.559,SOFT,2.0,1,16.961,30.671,20.927
15,OCO,Haas F1 Team,1:08.830,68.83,SOFT,2.0,1,17.003,30.649,21.178
16,COL,Alpine,1:08.831,68.831,SOFT,5.0,1,17.057,30.806,20.968
17,ALB,Williams,1:08.838,68.838,SOFT,2.0,1,17.004,30.652,21.182
18,SAI,Williams,1:09.131,69.131,SOFT,6.0,1,17.075,30.827,21.229
19,ALO,Aston Martin,1:10.544,70.544,SOFT,2.0,1,17.569,31.45,21.525
20,STR,Aston Martin,1:10.698,70.698,SOFT,2.0,1,17.498,31.42,21.78
21,BOT,Cadillac,1:11.307,71.307,MEDIUM,2.0,1,17.509,31.718,22.08
