Position,Driver,Team,BestLap,LapTimeSeconds,Compound,TyreLife,TrackStatus,Sector1Time,Sector2Time,Sector3Time
1,RUS,Mercedes,1:22.559,82.559,SOFT,6.0,1,27.044,27.794,27.721
2,LEC,Ferrari,1:22.679,82.679,SOFT,2.0,1,27.259,27.874,27.546
3,ANT,Mercedes,1:22.700,82.7,SOFT,4.0,1,27.297,27.784,27.619
4,NOR,McLaren,1:22.943,82.943,SOFT,3.0,1,27.179,27.859,27.905
5,HAM,Ferrari,1:23.016,83.016,SOFT,2.0,1,27.174,28.145,27.697
6,PIA,McLaren,1:23.028,83.028,SOFT,3.0,1,27.348,27.945,27.735
7,LIN,Racing Bulls,1:23.349,83.349,SOFT,5.0,1,27.504,28.202,27.643
8,BEA,Haas F1 Team,1:23.370,83.37,SOFT,6.0,1,27.244,28.301,27.825
9,VER,Red Bull Racing,1:23.377,83.377,SOFT,4.0,1,27.492,28.245,27.64
10,TSU,Racing Bulls,1:23.455,83.455,SOFT,2.0,1,27.47,28.349,27.636
11,COL,Alpine,1:23.619,83.619,SOFT,2.0,1,27.088,28.204,28.327
12,LAW,Red Bull Racing,1:23.660,83.66,SOFT,8.0,1,27.49,28.426,27.744
13,HUL,Audi,1:23.732,83.732,SOFT,2.0,1,27.55,28.41,27.772
14,GAS,Alpine,1:23.773,83.773,SOFT,5.0,1,27.15,28.282,28.341
15,BOR,Audi,1:23.776,83.776,HARD,10.0,1,27.587,28.404,27.785
16,ALB,Williams,1:23.853,83.853,SOFT,2.0,1,27.254,28.489,28.11
17,SAI,Williams,1:23.900,83.9,SOFT,2.0,1,27.07,28.63,28.2
18,OCO,Haas F1 Team,1:24.407,84.407,SOFT,5.0,1,27.393,28.759,28.255
19,ALO,Aston Martin,1:25.027,85.027,SOFT,5.0,1,27.93,28.785,28.312
20,PER,Cadillac,1:25.082,85.082,SOFT,5.0,1,27.636,28.955,28.491
21,BOT,Cadillac,1:25.149,85.149,SOFT,2.0,1,27.636,28.878,28.635
22,STR,Aston Martin,1:25.253,85.253,SOFT,2.0,1,27.94,28.88,28.433
