Driver,Team,LapTimeSeconds,Sector1Seconds,Sector2Seconds,Sector3Seconds,Compound,TyreLife,IsAccurate,Deleted,TrackStatus
RUS,Mercedes,82.219,27.112,27.768,27.339,SOFT,6,True,False,1
HAM,Ferrari,82.445,27.046,27.896,27.503,SOFT,4,True,False,1
RUS,Mercedes,82.463,27.251,27.709,27.503,SOFT,2,True,False,1
VER,Red Bull Racing,82.569,27.26,28.027,27.282,SOFT,8,True,False,1
ANT,Mercedes,82.58,27.147,27.935,27.498,SOFT,6,True,False,1
NOR,McLaren,82.625,27.318,27.704,27.603,SOFT,4,True,False,1
RUS,Mercedes,82.687,27.094,27.933,27.66,SOFT,5,True,False,1
ANT,Mercedes,82.696,27.359,27.837,27.5,SOFT,3,True,False,1
LEC,Ferrari,82.708,27.307,28.016,27.385,SOFT,2,True,False,1
LIN,Racing Bulls,82.724,27.232,28.192,27.3,SOFT,2,True,False,1
PIA,McLaren,82.773,26.981,27.883,27.909,SOFT,7,True,False,1
NOR,McLaren,82.774,27.164,27.808,27.802,SOFT,2,True,False,12
VER,Red Bull Racing,82.79,27.263,28.186,27.341,SOFT,2,True,False,1
NOR,McLaren,82.863,27.217,27.896,27.75,SOFT,7,True,False,1
GAS,Alpine,82.898,27.236,28.028,27.634,SOFT,5,True,False,1
LEC,Ferrari,82.913,27.215,28.169,27.529,SOFT,11,True,False,1
LEC,Ferrari,82.972,27.24,28.242,27.49,SOFT,7,True,False,1
PIA,McLaren,83.022,27.422,27.86,27.74,SOFT,4,True,False,1
ANT,Mercedes,83.032,27.269,28.173,27.59,SOFT,2,True,False,1
HAM,Ferrari,83.04,27.193,28.145,27.702,SOFT,11,True,False,1
LEC,Ferrari,83.065,27.439,28.11,27.516,SOFT,9,True,False,1
LIN,Racing Bulls,83.083,27.44,28.108,27.535,SOFT,5,True,False,1
GAS,Alpine,83.096,27.219,28.142,27.735,SOFT,2,True,False,1
VER,Red Bull Racing,83.1,27.574,28.085,27.441,MEDIUM,10,True,False,21
COL,Alpine,83.101,27.098,28.174,27.829,SOFT,2,True,False,1
