Driver,Team,LapTimeSeconds,Sector1Seconds,Sector2Seconds,Sector3Seconds,Compound,TyreLife,IsAccurate,Deleted,TrackStatus
ANT,Mercedes,93.662,28.986,33.545,31.131,SOFT,2,True,False,1
LEC,Ferrari,93.775,28.846,33.427,31.502,SOFT,5,True,False,1
HAM,Ferrari,93.811,28.886,33.755,31.17,SOFT,2,True,False,1
LEC,Ferrari,93.82,29.001,33.614,31.205,SOFT,2,True,False,1
LIN,Racing Bulls,93.89,28.822,33.743,31.325,SOFT,2,True,False,1
ANT,Mercedes,93.926,28.977,33.481,31.468,MEDIUM,8,True,False,1
RUS,Mercedes,93.999,29.143,33.587,31.269,SOFT,4,True,False,1
RUS,Mercedes,94.025,29.156,33.706,31.163,MEDIUM,9,True,False,1
VER,Red Bull Racing,94.063,29.061,33.324,31.678,SOFT,2,True,False,1
PIA,McLaren,94.2,29.059,33.759,31.382,SOFT,4,True,False,1
ANT,Mercedes,94.428,29.279,34.035,31.114,MEDIUM,3,True,False,1
LEC,Ferrari,94.429,29.076,33.763,31.59,MEDIUM,6,True,False,1
PIA,McLaren,94.473,29.237,33.82,31.416,SOFT,2,True,False,1
LEC,Ferrari,94.48,29.041,33.67,31.769,MEDIUM,8,True,False,1
RUS,Mercedes,94.518,29.264,33.831,31.423,MEDIUM,7,True,False,1
RUS,Mercedes,94.632,29.218,34.038,31.376,MEDIUM,5,True,False,1
TSU,Racing Bulls,94.758,28.887,34.063,31.808,SOFT,6,True,False,1
HAM,Ferrari,94.825,29.168,34.036,31.621,MEDIUM,4,True,False,1
OCO,Haas F1 Team,94.867,29.266,33.83,31.771,SOFT,2,True,False,1
LAW,Red Bull Racing,94.938,29.565,33.604,31.769,SOFT,2,True,False,1
GAS,Alpine,94.959,29.249,33.543,32.167,SOFT,2,True,False,1
LIN,Racing Bulls,95.038,28.892,34.092,32.054,MEDIUM,9,True,False,1
HUL,Audi,95.06,29.091,34.231,31.738,SOFT,2,True,False,1
LAW,Red Bull Racing,95.081,29.641,33.424,32.016,MEDIUM,7,True,False,1
LIN,Racing Bulls,95.099,28.93,34.129,32.04,MEDIUM,4,True,False,1
PIA,McLaren,95.137,29.408,33.986,31.743,MEDIUM,7,True,False,1
HUL,Audi,95.146,29.234,34.194,31.718,SOFT,9,True,False,1
LIN,Racing Bulls,95.147,29.118,33.996,32.033,MEDIUM,7,True,False,1
BOR,Audi,95.17,29.113,33.892,32.165,SOFT,2,True,False,1
VER,Red Bull Racing,95.179,29.339,33.631,32.209,MEDIUM,4,True,False,1
BEA,Haas F1 Team,95.203,29.086,33.945,32.172,SOFT,2,True,False,1
HUL,Audi,95.207,29.371,33.971,31.865,SOFT,6,True,False,1
TSU,Racing Bulls,95.408,29.188,33.939,32.281,MEDIUM,10,True,False,1
PIA,McLaren,95.446,29.416,34.333,31.697,MEDIUM,3,True,False,1
LEC,Ferrari,95.557,29.538,34.261,31.758,MEDIUM,2,True,False,1
OCO,Haas F1 Team,95.566,29.448,34.145,31.973,MEDIUM,11,True,False,1
HAM,Ferrari,95.592,29.653,34.077,31.862,MEDIUM,2,True,False,1
PIA,McLaren,95.61,29.579,34.39,31.641,MEDIUM,5,True,False,1
LAW,Red Bull Racing,95.667,29.746,33.759,32.162,MEDIUM,4,True,False,1
HUL,Audi,95.746,29.453,34.346,31.947,HARD,8,True,False,1
LIN,Racing Bulls,95.762,29.417,34.217,32.128,MEDIUM,2,True,False,1
BOR,Audi,95.779,29.287,34.366,32.126,MEDIUM,9,True,False,1
COL,Alpine,95.886,29.113,34.482,32.291,SOFT,2,True,False,1
BEA,Haas F1 Team,95.909,29.393,34.237,32.279,MEDIUM,8,True,False,1
OCO,Haas F1 Team,95.932,29.464,34.118,32.35,MEDIUM,8,True,False,1
GAS,Alpine,95.954,29.416,34.206,32.332,MEDIUM,6,True,False,1
GAS,Alpine,95.968,29.458,34.119,32.391,MEDIUM,4,True,False,1
VER,Red Bull Racing,95.975,29.689,33.792,32.494,MEDIUM,2,True,False,1
BEA,Haas F1 Team,96.002,29.399,34.281,32.322,MEDIUM,11,True,False,1
RUS,Mercedes,96.011,29.61,34.543,31.858,MEDIUM,2,True,False,1
TSU,Racing Bulls,96.122,29.331,34.177,32.614,MEDIUM,7,True,False,1
