Position,Driver,Team,BestLap,LapTimeSeconds,Compound,TyreLife,TrackStatus,Sector1Time,Sector2Time,Sector3Time
1,ANT,Mercedes,1:32.797,92.797,SOFT,4.0,1,28.683,33.306,30.808
2,LEC,Ferrari,1:32.963,92.963,SOFT,2.0,1,28.81,33.083,31.07
3,PIA,McLaren,1:32.986,92.986,SOFT,5.0,1,28.698,33.324,30.964
4,NOR,McLaren,1:33.033,93.033,SOFT,3.0,1,28.894,33.374,30.765
5,VER,Red Bull Racing,1:33.172,93.172,SOFT,2.0,1,28.675,33.154,31.343
6,RUS,Mercedes,1:33.499,93.499,SOFT,2.0,1,28.696,33.621,31.182
7,LAW,Red Bull Racing,1:33.902,93.902,SOFT,4.0,1,29.08,33.34,31.482
8,HUL,Audi,1:33.933,93.933,SOFT,2.0,1,28.637,33.806,31.49
9,HAM,Ferrari,1:34.284,94.284,SOFT,2.0,1,29.598,33.387,31.299
10,BOR,Audi,1:34.288,94.288,SOFT,5.0,1,29.187,33.789,31.312
11,COL,Alpine,1:34.346,94.346,SOFT,5.0,1,29.034,33.877,31.435
12,OCO,Haas F1 Team,1:34.430,94.43,SOFT,2.0,1,28.999,33.907,31.524
13,BEA,Haas F1 Team,1:34.481,94.481,SOFT,2.0,1,29.017,33.872,31.592
14,LIN,Racing Bulls,1:34.505,94.505,SOFT,4.0,1,29.182,33.759,31.564
15,TSU,Racing Bulls,1:34.565,94.565,SOFT,2.0,1,29.207,33.786,31.572
16,GAS,Alpine,1:34.971,94.971,SOFT,7.0,1,29.249,34.267,31.455
17,ALO,Aston Martin,1:35.020,95.02,SOFT,5.0,1,29.645,33.978,31.397
18,SAI,Williams,1:35.464,95.464,SOFT,5.0,1,29.398,34.1,31.966
19,STR,Aston Martin,1:35.570,95.57,SOFT,4.0,1,29.721,34.061,31.788
20,PER,Cadillac,1:36.441,96.441,SOFT,5.0,1,29.389,34.68,32.372
21,BOT,Cadillac,1:36.670,96.67,SOFT,5.0,1,29.441,34.654,32.575
