Driver,Team,LapTimeSeconds,Sector1Seconds,Sector2Seconds,Sector3Seconds,Compound,TyreLife,IsAccurate,Deleted,TrackStatus
ANT,Mercedes,92.797,28.683,33.306,30.808,SOFT,4,True,False,1
LEC,Ferrari,92.963,28.81,33.083,31.07,SOFT,2,True,False,1
PIA,McLaren,92.986,28.698,33.324,30.964,SOFT,5,True,False,1
NOR,McLaren,93.033,28.894,33.374,30.765,SOFT,3,True,False,1
VER,Red Bull Racing,93.172,28.675,33.154,31.343,SOFT,2,True,False,1
NOR,McLaren,93.181,28.799,33.454,30.928,SOFT,5,True,False,1
LEC,Ferrari,93.185,28.971,33.218,30.996,SOFT,4,True,False,1
ANT,Mercedes,93.26,28.724,33.537,30.999,SOFT,2,True,False,1
PIA,McLaren,93.288,29.048,33.317,30.923,SOFT,2,True,False,1
LEC,Ferrari,93.332,29.016,33.308,31.008,SOFT,4,True,False,12
RUS,Mercedes,93.499,28.696,33.621,31.182,SOFT,2,True,False,1
VER,Red Bull Racing,93.522,28.92,33.222,31.38,SOFT,4,True,False,1
RUS,Mercedes,93.561,28.999,33.554,31.008,SOFT,4,True,False,1
ANT,Mercedes,93.664,29.227,33.442,30.995,SOFT,3,True,False,1
LAW,Red Bull Racing,93.902,29.08,33.34,31.482,SOFT,4,True,False,1
HUL,Audi,93.933,28.637,33.806,31.49,SOFT,2,True,False,1
NOR,McLaren,94.099,29.035,33.902,31.162,SOFT,4,True,False,1
HAM,Ferrari,94.284,29.598,33.387,31.299,SOFT,2,True,False,1
BOR,Audi,94.288,29.187,33.789,31.312,SOFT,5,True,False,1
COL,Alpine,94.346,29.034,33.877,31.435,SOFT,5,True,False,1
LAW,Red Bull Racing,94.407,29.494,33.505,31.408,SOFT,2,True,False,1
OCO,Haas F1 Team,94.43,28.999,33.907,31.524,SOFT,2,True,False,1
LEC,Ferrari,94.433,29.449,33.657,31.327,SOFT,2,True,False,1
BEA,Haas F1 Team,94.481,29.017,33.872,31.592,SOFT,2,True,False,1
LIN,Racing Bulls,94.505,29.182,33.759,31.564,SOFT,4,True,False,1
BOR,Audi,94.551,29.206,33.814,31.531,SOFT,2,True,False,1
TSU,Racing Bulls,94.565,29.207,33.786,31.572,SOFT,2,True,False,1
HUL,Audi,94.642,29.14,34.03,31.472,MEDIUM,7,True,False,1
HUL,Audi,94.665,29.22,33.952,31.493,MEDIUM,4,True,False,1
BEA,Haas F1 Team,94.769,29.211,34.038,31.52,SOFT,2,True,False,12
