Driver,Team,LapTimeSeconds,Sector1Seconds,Sector2Seconds,Sector3Seconds,Compound,TyreLife,IsAccurate,Deleted,TrackStatus
LEC,Ferrari,70.953,18.396,33.66,18.897,SOFT,9,True,False,1
LEC,Ferrari,71.179,18.561,33.722,18.896,SOFT,7,True,False,1
NOR,McLaren,71.247,18.607,33.657,18.983,SOFT,7,True,False,1
VER,Red Bull Racing,71.297,18.5,33.862,18.935,SOFT,2,True,False,1
VER,Red Bull Racing,71.352,18.519,33.833,19.0,SOFT,9,True,False,1
VER,Red Bull Racing,71.387,18.623,33.774,18.99,SOFT,5,True,False,1
PIA,McLaren,71.398,18.683,33.792,18.923,SOFT,8,True,False,1
PIA,McLaren,71.405,18.716,33.77,18.919,SOFT,5,True,False,1
LEC,Ferrari,71.444,18.527,33.888,19.029,SOFT,5,True,False,1
NOR,McLaren,71.479,18.756,33.805,18.918,SOFT,2,True,False,1
LEC,Ferrari,71.482,18.659,33.779,19.044,SOFT,3,True,False,1
NOR,McLaren,71.49,18.596,33.776,19.118,SOFT,4,True,False,1
HAM,Ferrari,71.516,18.599,33.789,19.128,SOFT,5,True,False,1
LEC,Ferrari,71.532,18.682,33.797,19.053,SOFT,10,True,False,12
ALB,Williams,71.668,18.675,33.998,18.995,SOFT,4,True,False,1
ALB,Williams,71.677,18.54,34.049,19.088,SOFT,7,True,False,1
HAM,Ferrari,71.681,18.686,33.957,19.038,SOFT,2,True,False,1
LAW,Racing Bulls,71.814,18.821,33.944,19.049,SOFT,6,True,False,1
ALB,Williams,71.827,18.618,34.101,19.108,SOFT,10,True,False,1
HAM,Ferrari,71.876,18.647,34.123,19.106,SOFT,10,True,False,12
PIA,McLaren,71.883,18.737,34.194,18.952,SOFT,3,True,False,1
SAI,Williams,71.893,18.839,34.046,19.008,SOFT,2,True,False,1
ALB,Williams,71.928,18.716,34.154,19.058,SOFT,2,True,False,1
TSU,Red Bull Racing,71.952,18.766,34.112,19.074,SOFT,5,True,False,1
ALB,Williams,71.98,18.681,34.135,19.164,SOFT,10,True,False,1
ANT,Mercedes,72.013,18.86,34.129,19.024,SOFT,5,True,False,1
RUS,Mercedes,72.066,18.783,34.166,19.117,SOFT,4,True,False,1
HUL,Kick Sauber,72.125,18.913,34.134,19.078,SOFT,2,True,False,1
