Driver,Team,LapTimeSeconds,Sector1Seconds,Sector2Seconds,Sector3Seconds,Compound,TyreLife,IsAccurate,Deleted,TrackStatus
RUS,Mercedes,103.347,36.616,42.235,24.496,SOFT,7,True,False,1
RUS,Mercedes,103.759,36.815,42.329,24.615,SOFT,4,True,False,1
ANT,Mercedes,103.899,36.556,42.724,24.619,SOFT,7,True,False,1
VER,Red Bull Racing,104.174,36.723,42.675,24.776,SOFT,4,True,False,1
LEC,Ferrari,104.473,36.844,42.857,24.772,SOFT,3,True,False,1
VER,Red Bull Racing,104.492,36.889,42.741,24.862,MEDIUM,6,True,False,1
RUS,Mercedes,104.537,36.818,43.034,24.685,MEDIUM,6,True,False,1
HAM,Ferrari,104.665,36.845,42.832,24.988,SOFT,3,True,False,1
HAM,Ferrari,104.709,36.969,42.695,25.045,SOFT,5,True,False,12
ANT,Mercedes,104.753,36.896,43.026,24.831,SOFT,4,True,False,1
NOR,McLaren,104.831,36.89,42.713,25.228,SOFT,2,True,False,12
GAS,Alpine,104.843,37.144,42.722,24.977,SOFT,6,True,False,12
PIA,McLaren,104.857,36.73,42.588,25.539,SOFT,3,True,False,1
HAD,Red Bull Racing,104.868,36.99,43.096,24.782,SOFT,3,True,False,1
VER,Red Bull Racing,105.115,37.063,42.991,25.061,MEDIUM,4,True,False,1
NOR,McLaren,105.184,36.956,42.927,25.301,HARD,4,True,False,1
HAM,Ferrari,105.249,37.092,43.144,25.013,MEDIUM,6,True,False,1
OCO,Haas F1 Team,105.29,37.086,43.045,25.159,SOFT,4,True,False,1
HAD,Red Bull Racing,105.462,37.154,43.318,24.99,SOFT,4,True,False,1
COL,Alpine,105.479,37.516,42.867,25.096,SOFT,6,True,False,12
ANT,Mercedes,105.671,37.392,43.39,24.889,SOFT,2,True,False,1
LAW,Racing Bulls,105.681,37.343,43.414,24.924,SOFT,4,True,False,1
PER,Cadillac,105.76,37.376,43.441,24.943,SOFT,5,True,False,1
BOR,Audi,105.794,37.391,43.017,25.386,SOFT,2,True,False,12
LEC,Ferrari,105.812,37.266,43.505,25.041,MEDIUM,3,True,False,1
GAS,Alpine,105.83,37.398,43.273,25.159,SOFT,4,True,False,1
HUL,Audi,105.854,37.671,43.01,25.173,SOFT,4,True,False,1
OCO,Haas F1 Team,105.88,37.561,43.149,25.17,SOFT,2,True,False,1
VER,Red Bull Racing,105.933,37.402,43.468,25.063,MEDIUM,2,True,False,1
RUS,Mercedes,105.944,37.596,43.275,25.073,MEDIUM,4,True,False,1
HUL,Audi,105.957,37.562,42.956,25.439,SOFT,2,True,False,1
PIA,McLaren,105.978,37.265,43.465,25.248,HARD,4,True,False,1
COL,Alpine,106.08,37.595,43.292,25.193,SOFT,3,True,False,12
GAS,Alpine,106.116,37.645,43.295,25.176,MEDIUM,6,True,False,1
HUL,Audi,106.12,37.675,43.159,25.286,MEDIUM,7,True,False,1
ALB,Williams,106.123,37.867,43.233,25.023,SOFT,2,True,False,1
SAI,Williams,106.221,37.626,43.279,25.316,SOFT,3,True,False,21
LAW,Racing Bulls,106.274,37.762,43.418,25.094,MEDIUM,8,True,False,12
LAW,Racing Bulls,106.292,37.513,43.184,25.595,SOFT,2,True,False,1
RUS,Mercedes,106.3,37.863,43.507,24.93,MEDIUM,2,True,False,1
HAD,Red Bull Racing,106.301,37.497,43.652,25.152,SOFT,2,True,False,1
LAW,Racing Bulls,106.375,37.71,43.631,25.034,MEDIUM,5,True,False,1
LIN,Racing Bulls,106.391,37.952,43.601,24.838,MEDIUM,2,True,False,1
HAM,Ferrari,106.399,37.522,43.448,25.429,MEDIUM,3,True,False,1
NOR,McLaren,106.448,37.727,43.35,25.371,HARD,2,True,False,1
BOR,Audi,106.476,37.693,43.573,25.21,MEDIUM,7,True,False,1
PER,Cadillac,106.546,37.593,43.614,25.339,SOFT,3,True,False,12
BOT,Cadillac,106.737,37.801,43.626,25.31,SOFT,5,True,False,1
BOR,Audi,106.774,37.787,43.576,25.411,MEDIUM,5,True,False,1
COL,Alpine,106.783,38.002,43.577,25.204,HARD,6,True,False,1
BEA,Haas F1 Team,106.801,37.764,43.61,25.427,UNKNOWN,8,True,False,12
HUL,Audi,106.825,38.08,43.563,25.182,MEDIUM,5,True,False,12
PER,Cadillac,106.843,37.683,43.838,25.322,MEDIUM,5,True,False,1
OCO,Haas F1 Team,106.856,37.756,43.462,25.638,MEDIUM,8,True,False,1
SAI,Williams,106.875,37.79,43.692,25.393,MEDIUM,4,True,False,12
GAS,Alpine,106.97,37.892,43.895,25.183,MEDIUM,4,True,False,1
PIA,McLaren,106.972,37.844,43.535,25.593,HARD,2,True,False,1
ALB,Williams,107.061,37.986,43.838,25.237,MEDIUM,6,True,False,1
BEA,Haas F1 Team,107.074,38.058,43.695,25.321,UNKNOWN,6,True,False,1
COL,Alpine,107.098,37.991,43.873,25.234,HARD,4,True,False,1
OCO,Haas F1 Team,107.225,38.021,43.784,25.42,MEDIUM,6,True,False,1
LAW,Racing Bulls,107.254,38.095,44.102,25.057,MEDIUM,2,True,False,1
OCO,Haas F1 Team,107.361,37.927,43.889,25.545,MEDIUM,4,True,False,1
STR,Aston Martin,107.403,37.765,43.9,25.738,SOFT,5,True,False,1
ALB,Williams,107.44,38.241,43.925,25.274,MEDIUM,4,True,False,1
HUL,Audi,107.445,38.342,43.805,25.298,MEDIUM,2,True,False,1
BEA,Haas F1 Team,107.634,38.095,44.017,25.522,UNKNOWN,4,True,False,1
BOR,Audi,107.651,38.189,43.836,25.626,MEDIUM,3,True,False,1
SAI,Williams,107.727,38.312,43.996,25.419,MEDIUM,2,True,False,1
RUS,Mercedes,107.763,38.437,44.132,25.194,MEDIUM,12,True,False,12
ANT,Mercedes,107.793,38.528,43.986,25.279,MEDIUM,5,True,False,1
BOT,Cadillac,107.8,38.202,43.931,25.667,SOFT,3,True,False,12
RUS,Mercedes,107.837,38.503,44.211,25.123,MEDIUM,13,True,False,1
VER,Red Bull Racing,107.851,38.679,44.21,24.962,SOFT,9,True,False,1
ALO,Aston Martin,107.889,37.767,44.086,26.036,SOFT,5,True,False,1
RUS,Mercedes,107.905,38.551,44.075,25.279,MEDIUM,11,True,False,1
ALO,Aston Martin,107.911,37.585,43.565,26.761,SOFT,7,True,False,1
LEC,Ferrari,107.933,38.605,44.055,25.273,SOFT,13,True,False,1
PER,Cadillac,108.036,38.061,44.35,25.625,MEDIUM,3,True,False,1
PIA,McLaren,108.043,38.368,44.253,25.422,SOFT,11,True,False,1
BOT,Cadillac,108.058,38.009,44.165,25.884,MEDIUM,7,True,False,1
VER,Red Bull Racing,108.13,38.904,43.989,25.237,SOFT,11,True,False,1
ANT,Mercedes,108.138,38.701,44.064,25.373,MEDIUM,4,True,False,12
VER,Red Bull Racing,108.161,38.989,44.05,25.122,SOFT,13,True,False,1
STR,Aston Martin,108.161,38.201,44.103,25.857,SOFT,3,True,False,1
HAM,Ferrari,108.172,38.788,44.01,25.374,SOFT,12,True,False,1
NOR,McLaren,108.272,38.799,44.101,25.372,SOFT,3,True,False,12
VER,Red Bull Racing,108.333,38.876,44.349,25.108,SOFT,8,True,False,12
RUS,Mercedes,108.336,39.018,44.108,25.21,MEDIUM,10,True,False,1
PIA,McLaren,108.345,38.702,44.229,25.414,SOFT,10,True,False,1
GAS,Alpine,108.353,38.483,44.483,25.387,MEDIUM,2,True,False,1
PIA,McLaren,108.363,38.726,44.26,25.377,SOFT,12,True,False,12
PIA,McLaren,108.426,38.623,44.188,25.615,SOFT,13,True,False,1
ALO,Aston Martin,108.452,38.189,44.473,25.79,SOFT,3,True,False,1
STR,Aston Martin,108.458,38.317,44.118,26.023,SOFT,7,True,False,12
HAM,Ferrari,108.488,38.969,44.174,25.345,SOFT,11,True,False,12
NOR,McLaren,108.491,38.637,44.325,25.529,SOFT,8,True,False,1
STR,Aston Martin,108.491,38.337,44.164,25.99,SOFT,5,True,False,1
BOT,Cadillac,108.504,38.052,44.458,25.994,MEDIUM,5,True,False,1
PIA,McLaren,108.547,38.814,44.322,25.411,SOFT,9,True,False,1
HUL,Audi,108.604,38.47,43.953,26.181,MEDIUM,12,True,False,1
NOR,McLaren,108.627,38.631,44.565,25.431,SOFT,6,True,False,1
HAD,Red Bull Racing,108.648,39.103,44.726,24.819,SOFT,9,True,False,1
HUL,Audi,108.677,38.977,44.052,25.648,MEDIUM,11,True,False,12
COL,Alpine,108.681,38.964,44.562,25.155,HARD,11,True,False,1
ANT,Mercedes,108.703,38.937,44.3,25.466,MEDIUM,3,True,False,1
HAD,Red Bull Racing,108.708,39.049,44.206,25.453,SOFT,12,True,False,1
NOR,McLaren,108.748,38.839,44.451,25.458,SOFT,4,True,False,1
LEC,Ferrari,108.751,39.064,44.344,25.343,SOFT,12,True,False,12
ALB,Williams,108.789,38.941,44.323,25.525,MEDIUM,2,True,False,1
COL,Alpine,108.791,38.837,44.4,25.554,HARD,2,True,False,1
LEC,Ferrari,108.841,38.925,44.45,25.466,SOFT,11,True,False,1
GAS,Alpine,108.9,39.174,44.367,25.359,MEDIUM,13,True,False,1
GAS,Alpine,108.972,39.137,44.542,25.293,MEDIUM,11,True,False,1
STR,Aston Martin,109.071,38.517,44.549,26.005,SOFT,3,True,False,1
COL,Alpine,109.073,39.204,44.599,25.27,HARD,10,True,False,1
LEC,Ferrari,109.076,39.23,44.397,25.449,SOFT,10,True,False,1
HAD,Red Bull Racing,109.079,39.428,44.52,25.131,SOFT,10,True,False,12
BEA,Haas F1 Team,109.083,38.869,44.644,25.57,UNKNOWN,2,True,False,1
NOR,McLaren,109.139,39.036,44.427,25.676,SOFT,2,True,False,1
HAM,Ferrari,109.139,39.177,44.452,25.51,SOFT,10,True,False,1
COL,Alpine,109.204,39.156,45.014,25.034,HARD,13,True,False,1
HUL,Audi,109.244,39.317,44.341,25.586,MEDIUM,10,True,False,1
LEC,Ferrari,109.262,39.271,44.514,25.477,SOFT,9,True,False,1
SAI,Williams,109.278,39.188,44.768,25.322,MEDIUM,10,True,False,1
BOR,Audi,109.293,39.133,44.59,25.57,SOFT,12,True,False,1
HAM,Ferrari,109.325,39.337,44.513,25.475,SOFT,9,True,False,1
SAI,Williams,109.337,39.181,44.763,25.393,MEDIUM,11,True,False,12
OCO,Haas F1 Team,109.347,39.678,44.324,25.345,MEDIUM,2,True,False,1
ALB,Williams,109.349,39.33,44.666,25.353,SOFT,10,True,False,1
ALB,Williams,109.417,39.31,44.81,25.297,SOFT,13,True,False,1
ANT,Mercedes,109.444,39.368,44.603,25.473,MEDIUM,2,True,False,1
BOR,Audi,109.492,39.286,44.325,25.881,SOFT,10,True,False,1
OCO,Haas F1 Team,109.501,39.338,44.669,25.494,SOFT,9,True,False,1
GAS,Alpine,109.551,39.616,44.582,25.353,MEDIUM,10,True,False,1
