Driver,Team,LapTimeSeconds,Sector1Seconds,Sector2Seconds,Sector3Seconds,Compound,TyreLife,IsAccurate,Deleted,TrackStatus
ANT,Mercedes,105.944,30.536,46.722,28.686,SOFT,2,True,False,1
NOR,McLaren,106.134,30.657,46.586,28.891,SOFT,2,True,False,1
VER,Red Bull Racing,106.416,30.771,47.008,28.637,SOFT,2,True,False,1
HAM,Ferrari,106.691,30.781,47.257,28.653,SOFT,2,True,False,1
HAD,Red Bull Racing,106.714,30.807,47.024,28.883,SOFT,2,True,False,1
ANT,Mercedes,106.911,30.975,47.236,28.7,MEDIUM,2,True,False,1
HAD,Red Bull Racing,106.922,31.092,47.215,28.615,MEDIUM,2,True,False,1
PIA,McLaren,106.926,30.804,47.357,28.765,SOFT,2,True,False,1
VER,Red Bull Racing,106.942,30.836,47.546,28.56,MEDIUM,2,True,False,1
VER,Red Bull Racing,106.986,30.813,47.504,28.669,MEDIUM,4,True,False,1
HAD,Red Bull Racing,106.988,31.005,47.275,28.708,MEDIUM,4,True,False,1
ANT,Mercedes,107.051,30.927,47.258,28.866,MEDIUM,4,True,False,1
HAM,Ferrari,107.061,30.936,47.281,28.844,SOFT,4,True,False,1
COL,Alpine,107.147,30.587,47.991,28.569,SOFT,2,True,False,1
RUS,Mercedes,107.229,30.711,47.234,29.284,SOFT,2,True,False,1
LIN,Racing Bulls,107.294,30.816,47.562,28.916,SOFT,4,True,False,1
LIN,Racing Bulls,107.315,30.818,47.611,28.886,MEDIUM,4,True,False,1
NOR,McLaren,107.376,30.959,47.392,29.025,MEDIUM,7,True,False,1
LAW,Racing Bulls,107.434,30.877,47.63,28.927,SOFT,2,True,False,1
LEC,Ferrari,107.468,31.039,47.504,28.925,SOFT,5,True,False,1
HAM,Ferrari,107.497,31.047,47.621,28.829,MEDIUM,4,True,False,1
LEC,Ferrari,107.571,31.142,47.478,28.951,MEDIUM,4,True,False,1
LEC,Ferrari,107.58,31.058,47.589,28.933,MEDIUM,2,True,False,1
LIN,Racing Bulls,107.735,30.777,47.785,29.173,SOFT,2,True,False,1
PIA,McLaren,107.744,31.121,47.236,29.387,MEDIUM,2,True,False,1
BEA,Haas F1 Team,107.792,30.917,48.083,28.792,SOFT,2,True,False,1
COL,Alpine,107.795,31.026,47.933,28.836,SOFT,4,True,False,1
LAW,Racing Bulls,107.806,30.952,47.802,29.052,MEDIUM,4,True,False,1
LAW,Racing Bulls,107.832,30.852,48.015,28.965,MEDIUM,6,True,False,1
NOR,McLaren,107.882,31.305,47.275,29.302,MEDIUM,3,True,False,1
LIN,Racing Bulls,107.9,30.82,47.888,29.192,MEDIUM,7,True,False,1
BOR,Audi,107.952,31.274,47.607,29.071,SOFT,2,True,False,1
OCO,Haas F1 Team,107.958,31.011,48.037,28.91,SOFT,2,True,False,1
RUS,Mercedes,107.981,30.87,47.769,29.342,MEDIUM,7,True,False,1
ALB,Williams,108.019,30.961,48.21,28.848,SOFT,2,True,False,1
RUS,Mercedes,108.041,31.071,47.834,29.136,MEDIUM,2,True,False,1
LIN,Racing Bulls,108.06,30.955,48.008,29.097,MEDIUM,2,True,False,1
RUS,Mercedes,108.085,31.171,47.765,29.149,MEDIUM,4,True,False,1
LAW,Racing Bulls,108.159,30.771,47.912,29.476,SOFT,4,True,False,1
SAI,Williams,108.256,30.789,48.659,28.808,SOFT,2,True,False,1
BEA,Haas F1 Team,108.303,31.016,48.495,28.792,SOFT,5,True,False,1
HUL,Audi,108.333,31.271,48.05,29.012,SOFT,2,True,False,1
BOR,Audi,108.335,31.071,48.174,29.09,MEDIUM,2,True,False,1
BOR,Audi,108.347,31.255,47.943,29.149,MEDIUM,7,True,False,1
OCO,Haas F1 Team,108.619,31.244,48.243,29.132,SOFT,5,True,False,1
COL,Alpine,108.63,31.12,48.752,28.758,MEDIUM,7,True,False,1
COL,Alpine,108.642,31.1,48.64,28.902,MEDIUM,4,True,False,1
ALB,Williams,108.765,31.127,48.848,28.79,MEDIUM,4,True,False,1
GAS,Alpine,108.955,31.105,48.746,29.104,MEDIUM,7,True,False,1
BEA,Haas F1 Team,108.957,31.157,48.485,29.315,MEDIUM,4,True,False,1
GAS,Alpine,109.009,31.011,48.952,29.046,MEDIUM,9,True,False,1
BEA,Haas F1 Team,109.1,31.224,48.553,29.323,MEDIUM,2,True,False,1
BOT,Cadillac,109.199,31.368,48.418,29.413,SOFT,2,True,False,1
ALB,Williams,109.215,31.39,48.858,28.967,MEDIUM,2,True,False,1
GAS,Alpine,109.232,31.461,49.0,28.771,MEDIUM,2,True,False,1
BOT,Cadillac,109.242,31.232,48.67,29.34,SOFT,4,True,False,1
OCO,Haas F1 Team,109.316,31.481,48.549,29.286,MEDIUM,7,True,False,1
COL,Alpine,109.354,31.267,49.034,29.053,MEDIUM,2,True,False,1
HUL,Audi,109.391,31.489,48.731,29.171,MEDIUM,6,True,False,1
OCO,Haas F1 Team,109.541,31.475,48.864,29.202,MEDIUM,2,True,False,1
PER,Cadillac,109.596,31.207,48.479,29.91,SOFT,2,True,False,1
OCO,Haas F1 Team,109.666,31.597,48.717,29.352,MEDIUM,4,True,False,1
SAI,Williams,109.666,31.188,49.323,29.155,MEDIUM,4,True,False,1
SAI,Williams,109.892,31.167,49.607,29.118,MEDIUM,2,True,False,1
PER,Cadillac,110.035,31.36,48.955,29.72,MEDIUM,4,True,False,1
PER,Cadillac,110.087,31.431,48.876,29.78,MEDIUM,2,True,False,1
BOT,Cadillac,110.836,31.518,49.622,29.696,MEDIUM,4,True,False,1
BOT,Cadillac,111.014,31.667,49.47,29.877,MEDIUM,2,True,False,1
STR,Aston Martin,111.131,31.764,49.87,29.497,SOFT,4,True,False,1
ANT,Mercedes,111.389,31.4,50.071,29.918,MEDIUM,9,True,False,1
VER,Red Bull Racing,111.405,31.681,50.155,29.569,MEDIUM,7,True,False,1
ALO,Aston Martin,111.418,32.19,49.677,29.551,SOFT,3,True,False,1
STR,Aston Martin,111.423,32.003,49.884,29.536,SOFT,2,True,False,1
VER,Red Bull Racing,111.435,31.921,49.753,29.761,MEDIUM,9,True,False,1
ANT,Mercedes,111.451,31.307,50.211,29.933,MEDIUM,7,True,False,1
VER,Red Bull Racing,111.523,32.017,49.818,29.688,MEDIUM,10,True,False,1
ALO,Aston Martin,111.531,31.93,49.93,29.671,SOFT,5,True,False,1
ANT,Mercedes,111.533,31.436,50.112,29.985,MEDIUM,10,True,False,1
LEC,Ferrari,111.644,32.211,49.631,29.802,MEDIUM,7,True,False,1
RUS,Mercedes,111.649,31.47,50.333,29.846,MEDIUM,11,True,False,1
VER,Red Bull Racing,111.664,31.689,50.128,29.847,MEDIUM,11,True,False,1
ANT,Mercedes,111.671,31.382,50.281,30.008,MEDIUM,8,True,False,1
HAD,Red Bull Racing,111.86,32.138,49.707,30.015,MEDIUM,7,True,False,1
NOR,McLaren,111.862,31.573,49.94,30.349,MEDIUM,10,True,False,1
NOR,McLaren,111.882,31.612,50.079,30.191,MEDIUM,11,True,False,1
RUS,Mercedes,111.989,31.536,50.463,29.99,MEDIUM,12,True,False,12
VER,Red Bull Racing,112.212,31.864,50.471,29.877,MEDIUM,8,True,False,1
STR,Aston Martin,112.287,32.054,50.358,29.875,MEDIUM,7,True,False,1
RUS,Mercedes,112.301,31.722,50.499,30.08,MEDIUM,10,True,False,1
HAD,Red Bull Racing,112.333,31.997,50.239,30.097,MEDIUM,11,True,False,1
HAD,Red Bull Racing,112.382,31.763,50.576,30.043,MEDIUM,12,True,False,1
VER,Red Bull Racing,112.433,31.891,50.464,30.078,MEDIUM,12,True,False,1
VER,Red Bull Racing,112.463,31.823,50.507,30.133,MEDIUM,13,True,False,1
STR,Aston Martin,112.548,32.257,50.438,29.853,MEDIUM,2,True,False,1
ALB,Williams,112.558,31.561,50.881,30.116,SOFT,6,True,False,1
HAD,Red Bull Racing,112.587,32.273,50.231,30.083,MEDIUM,9,True,False,1
HAD,Red Bull Racing,112.658,32.533,50.135,29.99,MEDIUM,8,True,False,1
COL,Alpine,112.709,32.208,50.828,29.673,MEDIUM,12,True,False,1
ALO,Aston Martin,112.755,32.2,50.568,29.987,MEDIUM,7,True,False,1
HAD,Red Bull Racing,112.873,32.314,50.397,30.162,MEDIUM,10,True,False,1
ALO,Aston Martin,112.932,32.345,50.714,29.873,MEDIUM,4,True,False,1
STR,Aston Martin,113.028,32.585,50.556,29.887,MEDIUM,4,True,False,1
PER,Cadillac,113.124,31.905,51.351,29.868,SOFT,6,True,False,1
LIN,Racing Bulls,113.17,32.043,51.024,30.103,MEDIUM,10,True,False,12
ALB,Williams,113.537,31.583,51.498,30.456,MEDIUM,7,True,False,1
BOT,Cadillac,113.549,32.5,50.888,30.161,MEDIUM,11,True,False,1
ALO,Aston Martin,113.713,32.466,51.373,29.874,MEDIUM,2,True,False,1
BOT,Cadillac,113.821,32.038,51.377,30.406,MEDIUM,8,True,False,1
SAI,Williams,113.827,31.854,51.438,30.535,MEDIUM,10,True,False,1
PER,Cadillac,113.853,32.156,51.047,30.65,MEDIUM,7,True,False,1
SAI,Williams,114.361,31.953,51.897,30.511,MEDIUM,11,True,False,1
PER,Cadillac,114.415,32.364,51.401,30.65,MEDIUM,8,True,False,1
PER,Cadillac,114.702,32.434,51.708,30.56,MEDIUM,9,True,False,1
PER,Cadillac,116.04,32.519,52.523,30.998,MEDIUM,10,True,False,1
BOR,Audi,120.493,32.175,50.373,37.945,MEDIUM,11,True,False,1
LEC,Ferrari,127.431,32.533,51.594,43.304,MEDIUM,10,True,False,1
BEA,Haas F1 Team,129.292,39.616,56.653,33.023,SOFT,4,True,False,1
LIN,Racing Bulls,132.073,33.139,55.491,43.443,MEDIUM,13,True,False,1
SAI,Williams,133.835,31.8,54.659,47.376,SOFT,5,True,False,1
ALO,Aston Martin,134.913,34.567,55.359,44.987,SOFT,8,True,False,1
BOR,Audi,135.49,33.058,65.492,36.94,MEDIUM,4,True,False,1
PER,Cadillac,136.36,36.535,56.669,43.156,SOFT,7,True,False,1
BOT,Cadillac,136.918,36.569,57.018,43.331,MEDIUM,12,True,False,1
HAM,Ferrari,138.712,32.046,49.976,56.69,MEDIUM,9,True,False,1
LAW,Racing Bulls,141.101,32.597,61.886,46.618,MEDIUM,9,True,False,1
OCO,Haas F1 Team,141.799,35.558,59.468,46.773,MEDIUM,11,True,False,1
RUS,Mercedes,142.807,34.392,59.22,49.195,SOFT,6,True,False,1
COL,Alpine,143.146,41.669,55.318,46.159,MEDIUM,13,True,False,1
GAS,Alpine,143.2,39.968,65.81,37.422,MEDIUM,4,True,False,1
OCO,Haas F1 Team,143.875,46.685,64.508,32.682,SOFT,4,True,False,1
BOR,Audi,145.092,54.286,50.56,40.246,MEDIUM,12,True,False,1
ALB,Williams,145.829,33.73,57.404,54.695,MEDIUM,10,True,False,1
STR,Aston Martin,145.869,33.22,62.32,50.329,MEDIUM,10,True,False,1
HUL,Audi,146.221,35.46,61.746,49.015,MEDIUM,10,True,False,1
ALO,Aston Martin,147.774,42.824,69.624,35.326,SOFT,2,True,False,1
VER,Red Bull Racing,148.472,39.577,55.658,53.237,SOFT,5,True,False,1
ANT,Mercedes,149.505,45.343,61.648,42.514,SOFT,5,True,False,1
